customer_id,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
2446,1413,79,2017-10-20,0,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
993,1414,32,2017-09-12,1,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
1528,1415,46,2017-04-25,1,1,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
2088,1416,57,2017-05-26,1,1,WeareA2B,Touring,medium,large,1890.39,260.14,34143
1311,1417,8,2017-02-16,1,1,Solex,Road,medium,small,1703.52,1516.13,38693
36,1418,22,2017-04-08,0,1,WeareA2B,Standard,medium,medium,60.34,45.26,34165
421,1419,83,2017-02-23,0,1,Solex,Touring,medium,large,2083.94,675.03,36367
988,1420,0,2017-09-09,0,1,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
2651,1421,9,2017-03-29,1,0,OHM Cycles,Road,medium,medium,742.54,667.4,41701
2469,1422,3,2017-04-15,1,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659
2982,1423,78,2017-09-02,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429
770,1424,7,2017-08-02,1,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052
1813,1425,79,2017-12-12,0,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1252,1426,92,2017-07-09,0,1,WeareA2B,Standard,medium,small,1415.01,1259.36,36145
1642,1427,82,2017-10-07,0,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145
1082,1428,53,2017-07-08,1,1,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
2667,1429,93,2017-09-09,0,1,WeareA2B,Standard,medium,medium,1065.03,230.09,41434
470,1430,41,2017-01-24,0,1,Solex,Road,medium,medium,416.98,312.74,35560
997,1431,34,2017-02-15,0,1,Norco Bicycles,Road,high,large,774.53,464.72,36361
2036,1432,35,2017-09-20,0,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
3315,1433,65,2017-07-19,0,1,WeareA2B,Standard,medium,medium,1807.45,778.69,33879
2312,1434,79,2017-04-29,1,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,39298
1681,1435,21,2017-12-08,0,1,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
2938,1436,30,2017-06-12,1,1,Solex,Standard,high,medium,748.17,448.9,42105
1992,1437,53,2017-02-27,0,1,OHM Cycles,Standard,medium,medium,795.34,101.58,39915
2969,1438,38,2017-12-19,0,1,Solex,Standard,medium,medium,1577.53,826.51,39526
2858,1439,48,2017-08-21,1,1,WeareA2B,Standard,medium,medium,1762.96,950.52,42688
2574,1440,26,2017-10-24,1,1,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
1370,1441,43,2017-10-21,1,1,Solex,Standard,medium,medium,1151.96,649.49,36498
110,1442,5,2017-01-19,1,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
3273,1443,4,2017-02-03,1,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698
901,1444,83,2017-10-09,1,1,Solex,Touring,medium,large,2083.94,675.03,36367
1244,1445,32,2017-11-14,0,1,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
249,1446,54,2017-06-19,0,1,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
1783,1447,1,2017-11-10,1,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
736,1448,10,2017-12-19,0,1,Solex,Standard,medium,medium,1945.43,333.18,37499
173,1449,1,2017-01-03,1,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,35667
2611,1450,49,2017-07-01,0,1,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
2351,1451,44,2017-11-05,1,1,WeareA2B,Standard,medium,medium,1769.64,108.76,37668
422,1452,96,2017-07-03,1,1,WeareA2B,Road,low,small,1172.78,1043.77,37539
1612,1453,89,2017-10-24,1,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336
2608,1454,1,2017-12-13,1,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573
1761,1455,36,2017-09-03,0,1,Solex,Standard,low,medium,945.04,507.58,35560
1957,1456,65,2017-05-01,0,1,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
792,1457,9,2017-01-28,1,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888
3208,1458,1,2017-05-14,0,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
874,1459,42,2017-05-14,0,1,OHM Cycles,Road,medium,small,1810.0,1610.9,34071
163,1460,7,2017-07-06,0,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052
3468,1461,72,2017-03-26,0,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
3101,1462,33,2017-10-06,1,1,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
1957,1463,21,2017-08-05,1,1,Solex,Standard,medium,large,1071.23,380.74,35160
1477,1464,75,2017-10-14,1,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,41922
1659,1465,7,2017-05-20,0,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40618
1700,1466,69,2017-08-24,0,1,Norco Bicycles,Road,medium,large,1240.31,795.1,42226
1894,1467,89,2017-08-27,0,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,38750
257,1468,1,2017-09-16,1,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
325,1469,93,2017-05-13,0,1,WeareA2B,Standard,medium,medium,1065.03,230.09,42458
1104,1470,55,2017-12-19,0,1,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
1647,1471,0,2017-05-18,0,1,Trek Bicycles,Road,medium,medium,533.51,400.13,35470
2715,1472,27,2017-06-27,1,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
1016,1473,20,2017-02-20,1,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40670
1611,1474,41,2017-10-05,0,1,Norco Bicycles,Standard,low,medium,958.74,748.9,35160
2629,1475,12,2017-06-17,1,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
1939,1476,31,2017-06-13,0,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
1699,1477,13,2017-09-03,0,1,Solex,Standard,medium,medium,1163.89,589.27,38693
2954,1478,30,2017-12-14,1,1,Solex,Standard,high,medium,748.17,448.9,33552
1554,1479,57,2017-09-06,1,1,WeareA2B,Touring,medium,large,1890.39,260.14,34586
2711,1480,25,2017-10-28,1,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
2461,1481,31,2017-04-23,1,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
2999,1482,57,2017-01-16,0,1,WeareA2B,Touring,medium,large,1890.39,260.14,40779
2702,1483,99,2017-12-11,1,1,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364
1591,1484,36,2017-06-12,0,1,Solex,Standard,low,medium,945.04,507.58,38750
1461,1485,63,2017-12-12,0,1,Solex,Standard,medium,medium,1483.2,99.59,42105
85,1486,69,2017-01-18,1,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
604,1487,24,2017-05-13,1,1,Solex,Road,medium,large,1777.8,820.78,40670
695,1488,1,2017-06-19,1,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
1601,1489,83,2017-08-15,1,1,Solex,Touring,medium,large,2083.94,675.03,41533
251,1490,53,2017-11-05,1,1,OHM Cycles,Standard,medium,medium,795.34,101.58,40779
1081,1491,79,2017-12-18,1,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1623,1492,0,2017-12-28,0,1,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
244,1493,64,2017-06-19,1,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
3219,1494,67,2017-04-26,0,1,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3330,1495,86,2017-08-03,1,1,OHM Cycles,Standard,medium,medium,235.63,125.07,36833
2755,1496,93,2017-12-02,1,1,WeareA2B,Standard,medium,medium,1065.03,230.09,37874
2346,1497,51,2017-04-08,1,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,34071
2358,1498,53,2017-12-27,1,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880
1942,1499,45,2017-07-27,0,1,Trek Bicycles,Road,low,medium,980.37,234.43,38258
3371,1500,12,2017-08-18,1,1,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
2457,1501,52,2017-01-15,0,1,Solex,Road,medium,large,1777.8,820.78,42696
1063,1502,71,2017-04-24,1,1,Solex,Standard,high,large,1842.92,1105.75,40553
2167,1503,34,2017-04-07,0,1,Norco Bicycles,Road,high,large,774.53,464.72,37698
2382,1504,84,2017-05-10,1,1,Trek Bicycles,Road,medium,medium,290.62,215.14,37626
337,1505,97,2017-01-18,0,1,OHM Cycles,Road,medium,medium,742.54,667.4,42560
3438,1506,77,2017-03-12,1,1,Norco Bicycles,Road,medium,large,1240.31,795.1,36833
2985,1507,3,2017-05-26,1,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
3290,1508,82,2017-08-11,1,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334
2065,1509,79,2017-04-30,0,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42226
345,1510,34,2017-04-29,0,1,WeareA2B,Standard,medium,medium,1231.15,161.6,35378
1205,1511,34,2017-01-16,1,1,Norco Bicycles,Road,high,large,774.53,464.72,37698
461,1512,48,2017-10-08,1,1,WeareA2B,Standard,medium,medium,1762.96,950.52,41009
1326,1513,7,2017-01-24,1,1,Trek Bicycles,Road,low,medium,980.37,234.43,40649
1171,1514,34,2017-08-23,0,1,Norco Bicycles,Road,high,large,774.53,464.72,41009
3228,1515,38,2017-04-28,1,1,Solex,Standard,medium,medium,1577.53,826.51,40618
1140,1516,56,2017-12-10,0,1,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
339,1517,49,2017-11-02,1,1,Trek Bicycles,Road,medium,medium,533.51,400.13,35707
2550,1518,39,2017-12-03,0,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,34071
1028,1519,89,2017-07-10,0,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,40618
453,1520,0,2017-06-05,1,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
2114,1521,0,2017-07-08,1,1,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
1559,1522,36,2017-04-28,0,1,Solex,Standard,low,medium,1289.85,74.51,41064
2933,1523,90,2017-09-26,0,1,Norco Bicycles,Standard,low,medium,363.01,290.41,37874
2151,1524,31,2017-05-05,1,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
909,1525,62,2017-04-12,0,1,Solex,Standard,high,medium,1024.66,614.8,34244
286,1526,75,2017-07-28,0,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429
559,1527,54,2017-12-24,1,1,WeareA2B,Standard,medium,medium,1807.45,778.69,40410
3017,1528,87,2017-04-15,0,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
1477,1529,59,2017-03-18,1,1,Solex,Standard,medium,large,1061.56,733.58,40779
1210,1530,68,2017-12-13,1,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
3340,1531,55,2017-09-08,0,1,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3204,1532,28,2017-11-17,0,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,40303
3319,1533,87,2017-06-26,0,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
3004,1534,35,2017-04-30,1,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618
1458,1535,35,2017-02-26,0,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
1290,1536,0,2017-11-16,1,1,Giant Bicycles,Standard,medium,large,569.56,528.43,38002
940,1537,4,2017-08-29,0,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
93,1538,51,2017-10-12,0,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,40672
109,1539,2,2017-10-02,1,1,Solex,Standard,medium,medium,71.49,53.62,41245
229,1540,67,2017-10-18,0,1,Solex,Standard,medium,large,1071.23,380.74,35160
977,1541,58,2017-11-19,1,1,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
2797,1542,72,2017-10-16,0,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193
626,1543,80,2017-01-18,1,1,OHM Cycles,Touring,low,medium,1073.07,933.84,35455
2355,1544,79,2017-05-12,0,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667
578,1545,23,2017-03-12,1,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482
1134,1546,70,2017-05-01,1,1,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
935,1547,64,2017-05-10,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,35455
2375,1548,75,2017-03-15,1,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
240,1549,0,2017-09-14,0,1,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
1208,1550,8,2017-10-14,1,1,Solex,Road,medium,small,1703.52,1516.13,40649
124,1551,19,2017-04-17,0,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
1328,1552,30,2017-12-14,1,1,Solex,Standard,high,medium,748.17,448.9,40618
842,1553,62,2017-10-23,1,1,Solex,Standard,high,medium,1024.66,614.8,35378
787,1554,54,2017-01-24,1,1,WeareA2B,Standard,medium,medium,1292.84,13.44,37823
748,1555,43,2017-11-14,1,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
2776,1556,73,2017-10-30,1,1,Solex,Standard,medium,medium,1945.43,333.18,37499
1213,1557,10,2017-01-24,1,1,Solex,Standard,medium,medium,1945.43,333.18,37499
787,1558,83,2017-06-18,0,1,Solex,Touring,medium,large,2083.94,675.03,38339
2747,1559,53,2017-10-06,1,1,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
182,1560,28,2017-03-12,1,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33888
1545,1561,46,2017-12-28,1,1,Solex,Standard,low,medium,1289.85,74.51,37220
1619,1562,94,2017-09-07,1,1,Giant Bicycles,Standard,medium,large,1635.3,993.66,37539
64,1563,0,2017-04-20,1,1,OHM Cycles,Standard,high,medium,227.88,136.73,37659
3153,1564,74,2017-08-25,0,1,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
1449,1565,46,2017-09-13,1,1,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
2906,1566,23,2017-10-01,0,1,Norco Bicycles,Mountain,low,small,688.63,612.88,36334
282,1567,100,2017-10-22,1,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303
3081,1568,0,2017-03-17,0,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888
2901,1569,3,2017-05-10,1,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
1129,1570,93,2017-04-11,1,1,WeareA2B,Standard,medium,medium,1065.03,230.09,37539
3199,1571,12,2017-06-30,1,1,WeareA2B,Standard,medium,medium,1231.15,161.6,40303
1807,1572,86,2017-06-09,1,1,Norco Bicycles,Road,high,large,774.53,464.72,35560
2027,1573,0,2017-09-29,1,1,OHM Cycles,Road,high,large,12.01,7.21,39880
1725,1574,35,2017-08-06,0,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
2347,1575,0,2017-07-29,1,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
2420,1576,0,2017-05-05,1,1,Solex,Road,medium,medium,416.98,312.74,35560
2231,1577,93,2017-10-14,1,1,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
3075,1578,27,2017-02-27,0,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,37337
1026,1579,92,2017-05-26,1,1,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
2598,1580,77,2017-02-02,0,1,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
204,1581,11,2017-07-10,1,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
2058,1582,59,2017-09-01,1,1,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
545,1583,55,2017-05-16,1,1,Trek Bicycles,Road,medium,large,1894.19,598.76,34586
656,1584,0,2017-10-20,1,1,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
596,1585,40,2017-10-06,1,1,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
133,1586,18,2017-01-04,1,1,Solex,Standard,medium,medium,575.27,431.45,34244
1778,1587,68,2017-01-16,1,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,42710
2149,1588,36,2017-11-23,0,1,Solex,Standard,low,medium,1289.85,74.51,39427
2434,1589,37,2017-11-09,1,1,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
1316,1590,19,2017-04-11,0,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,38258
2251,1591,22,2017-06-07,1,1,Solex,Standard,medium,medium,575.27,431.45,41345
770,1592,77,2017-11-11,0,1,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
534,1593,44,2017-04-06,0,1,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
2923,1594,98,2017-03-23,1,1,Trek Bicycles,Standard,high,medium,358.39,215.03,34556
3270,1595,4,2017-01-18,1,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784
2604,1596,62,2017-10-05,1,1,Solex,Standard,medium,medium,478.16,298.72,42145
2948,1597,50,2017-05-05,0,1,WeareA2B,Standard,medium,small,175.89,131.92,41009
1935,1598,88,2017-01-15,1,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
3055,1599,53,2017-05-20,0,1,OHM Cycles,Standard,medium,medium,795.34,101.58,38647
3228,1600,79,2017-11-20,1,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1178,1601,69,2017-07-30,0,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
1974,1602,48,2017-08-02,1,1,WeareA2B,Standard,medium,medium,1762.96,950.52,37220
3321,1603,11,2017-09-25,0,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34115
2944,1604,47,2017-02-23,1,1,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
134,1605,64,2017-09-06,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879
1847,1606,40,2017-08-08,1,1,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
349,1607,61,2017-01-30,0,1,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
1884,1608,88,2017-01-05,0,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482
1241,1609,87,2017-09-18,0,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,34079
2260,1610,85,2017-12-13,0,1,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
837,1611,48,2017-06-06,1,1,WeareA2B,Standard,medium,medium,1762.96,950.52,41064
3433,1612,82,2017-03-14,1,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
3461,1613,58,2017-01-07,0,1,OHM Cycles,Standard,medium,medium,912.52,141.4,42172
635,1614,29,2017-07-25,0,1,Norco Bicycles,Road,medium,medium,543.39,407.54,39031
3447,1615,69,2017-01-16,1,1,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
3040,1616,3,2017-01-19,1,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823
1390,1617,88,2017-01-31,0,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
2871,1618,66,2017-05-29,0,1,Solex,Standard,medium,medium,1163.89,589.27,40303
2024,1619,17,2017-04-18,0,1,Solex,Standard,high,medium,1024.66,614.8,41345
1642,1620,34,2017-03-01,0,1,Norco Bicycles,Road,high,large,774.53,464.72,34527
1302,1621,14,2017-05-15,0,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303
736,1622,0,2017-09-07,1,1,WeareA2B,Standard,medium,small,175.89,131.92,37668
2782,1623,81,2017-02-14,0,1,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
207,1624,53,2017-03-15,1,1,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
2610,1625,90,2017-09-09,1,1,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
666,1626,38,2017-10-04,0,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
3156,1627,20,2017-01-31,0,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
466,1628,9,2017-05-22,0,1,OHM Cycles,Road,medium,medium,742.54,667.4,38216
2160,1629,78,2017-05-10,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,37873
1977,1630,91,2017-10-31,0,1,Solex,Standard,medium,medium,100.35,75.26,37874
3292,1631,22,2017-03-04,1,1,WeareA2B,Standard,medium,medium,60.34,45.26,40670
2684,1632,73,2017-11-17,1,1,Solex,Standard,medium,medium,1945.43,333.18,41922
3169,1633,7,2017-05-09,0,1,Trek Bicycles,Road,low,medium,980.37,234.43,38693
1103,1634,64,2017-02-06,0,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047
830,1635,15,2017-05-01,1,1,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
966,1636,0,2017-12-17,0,1,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
2094,1637,35,2017-06-01,0,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
901,1638,13,2017-07-26,1,1,Solex,Standard,medium,medium,1163.89,589.27,41345
1867,1639,69,2017-04-08,0,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
307,1640,45,2017-08-08,0,1,Solex,Standard,medium,medium,441.49,84.99,34071
98,1641,69,2017-08-11,0,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
2740,1642,64,2017-08-29,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,34996
2867,1643,90,2017-09-26,0,1,Solex,Standard,low,medium,945.04,507.58,35052
433,1644,11,2017-05-11,1,0,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
450,1645,23,2017-10-09,0,1,Norco Bicycles,Mountain,low,small,688.63,612.88,33552
523,1646,16,2017-04-16,1,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,35378
794,1647,3,2017-08-09,0,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
1866,1648,64,2017-10-05,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,36668
1756,1649,17,2017-08-25,1,1,WeareA2B,Touring,medium,large,1362.99,57.74,34079
2322,1650,36,2017-04-11,1,1,Solex,Standard,low,medium,945.04,507.58,39526
2438,1651,36,2017-02-01,0,1,Solex,Standard,low,medium,945.04,507.58,35052
1396,1652,76,2017-03-18,1,1,WeareA2B,Standard,low,medium,642.31,513.85,41922
230,1653,27,2017-04-02,0,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
2757,1655,46,2017-06-15,0,1,Solex,Standard,low,medium,1289.85,74.51,39427
58,1656,49,2017-06-23,1,1,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
704,1657,70,2017-10-11,1,1,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
1201,1658,95,2017-02-26,0,1,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
2869,1659,76,2017-04-29,0,1,WeareA2B,Standard,low,medium,642.31,513.85,41922
2907,1660,40,2017-06-03,0,1,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
1713,1661,61,2017-09-07,0,1,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
1396,1662,41,2017-02-14,1,1,Solex,Road,medium,medium,416.98,312.74,35560
500,1663,14,2017-01-20,0,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,33364
471,1664,95,2017-11-02,0,1,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
1024,1665,0,2017-07-08,1,1,Norco Bicycles,Road,medium,medium,543.39,407.54,33888
883,1666,18,2017-01-27,0,1,Solex,Standard,medium,medium,575.27,431.45,39880
153,1667,5,2017-06-30,0,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659
1332,1668,18,2017-03-17,1,1,Solex,Standard,medium,medium,575.27,431.45,42404
193,1669,58,2017-07-04,1,1,OHM Cycles,Standard,medium,medium,912.52,141.4,34556
1820,1670,29,2017-05-29,1,1,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
3020,1671,0,2017-10-22,1,1,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
43,1672,72,2017-07-09,1,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
3336,1673,83,2017-10-17,0,1,Solex,Touring,medium,large,2083.94,675.03,36367
402,1674,47,2017-11-04,1,1,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
1200,1675,53,2017-06-21,0,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
2281,1676,61,2017-04-10,1,1,Norco Bicycles,Standard,medium,small,586.45,521.94,36145
41,1677,82,2017-04-15,1,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
1688,1678,48,2017-06-10,1,1,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
3225,1679,24,2017-12-22,1,1,Solex,Road,medium,large,1777.8,820.78,40670
3457,1680,5,2017-02-14,0,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
3371,1682,26,2017-04-30,1,1,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
2468,1683,25,2017-10-07,1,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
2714,1684,53,2017-12-22,1,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880
1057,1685,73,2017-06-08,0,1,Solex,Standard,medium,medium,1945.43,333.18,37499
322,1686,68,2017-04-03,1,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
165,1687,17,2017-10-19,0,1,Solex,Standard,high,medium,1024.66,614.8,35378
1806,1688,32,2017-09-07,0,1,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
1329,1689,63,2017-12-19,0,0,Solex,Standard,medium,medium,1483.2,99.59,36146
185,1690,64,2017-12-03,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879
3119,1691,0,2017-09-15,0,1,OHM Cycles,Standard,low,medium,71.16,56.93,42172
1932,1692,77,2017-04-21,1,1,Norco Bicycles,Road,medium,large,1240.31,795.1,37873
3327,1693,70,2017-03-01,0,1,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
3440,1694,97,2017-11-28,0,1,Solex,Standard,medium,large,202.62,151.96,42458
1363,1695,81,2017-04-03,1,1,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
2273,1696,11,2017-07-24,1,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560
2421,1697,56,2017-12-30,1,1,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
1707,1698,0,2017-10-13,1,1,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
168,1699,27,2017-08-16,1,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,41009
563,1700,22,2017-05-16,1,1,WeareA2B,Standard,medium,medium,60.34,45.26,42404
2266,1701,9,2017-06-10,0,1,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
1074,1702,63,2017-01-08,1,1,WeareA2B,Standard,medium,medium,1992.93,762.63,33888
1302,1703,55,2017-01-31,1,1,Trek Bicycles,Road,medium,large,1894.19,598.76,36146
1897,1704,56,2017-07-01,1,1,OHM Cycles,Standard,medium,medium,183.86,137.9,41047
712,1705,59,2017-08-15,1,1,Solex,Standard,medium,large,1061.56,733.58,34170
2504,1706,22,2017-03-21,1,1,WeareA2B,Standard,medium,medium,60.34,45.26,34165
1946,1707,62,2017-04-03,0,1,Solex,Standard,medium,medium,478.16,298.72,34143
2650,1708,64,2017-11-03,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,34996
